#YYY/MM/DD,HH:mm:SS.ss,ET,GT,MAG,M,LAT,LON,DEPTH,Q,EVID,NPH,NGRM
2/3/2018,09:44.9,eq,r,2.71,l,31.2425,-115.61683,9.5,B,38098640,19,1448
2/5/2018,43:14.9,eq,r,3.3,h,36.041,-119.746,22.2,C,38099808,43,2979
2/6/2018,06:04.8,eq,r,4.24,l,30.77417,-115.22133,5.6,D,38100784,38,3080
2/20/2018,58:53.1,eq,r,2.7,l,31.46917,-115.6555,20.9,A,38112408,20,1839
2/27/2018,53:55.9,eq,r,2.07,l,34.76917,-121.22,5.6,C,38116920,25,1179
3/1/2018,00:18.1,eq,r,3.5,h,36.679,-121.277,5.6,C,37885167,23,2416
3/8/2018,08:29.7,eq,r,3.23,l,35.55883,-120.8705,6.8,A,37890431,56,2743
3/17/2018,14:31.5,eq,r,2.71,l,31.44417,-115.68917,11.9,A,37895863,31,333
3/18/2018,22:17.8,eq,r,2.86,l,31.32033,-116.05217,13.7,A,37896175,33,2318
3/27/2018,24:20.9,eq,r,1.71,l,35.52267,-120.07233,12.6,A,37900431,37,1283
3/28/2018,05:08.0,eq,r,1.57,l,35.5185,-120.07367,2,A,37901167,51,1212
3/28/2018,11:07.0,eq,r,1.14,l,35.516,-120.072,12.1,B,37901175,27,639
3/29/2018,01:59.3,eq,r,1.39,l,35.513,-120.07817,1.9,A,37901959,44,897
4/2/2018,06:18.4,eq,r,1.04,l,35.5315,-120.049,18.5,B,37904815,18,114
4/12/2018,53:57.3,eq,r,1.31,l,35.534,-120.11417,16.9,A,38147648,17,118
4/19/2018,54:52.9,eq,r,1.48,l,36.18683,-120.12467,8.6,B,37918263,19,139
4/22/2018,04:17.0,eq,r,3.6,h,37.46817,-118.56583,10,A,37920559,39,2791
4/29/2018,55:39.1,eq,r,3.51,l,31.2555,-115.616,9.4,B,38160704,25,2658
5/7/2018,33:45.7,eq,r,1.67,l,36.28633,-119.37883,29.9,A,38167488,25,854
5/17/2018,47:25.5,eq,r,2.22,l,36.1415,-120.02883,2.5,C,37942759,24,725
5/18/2018,51:36.6,eq,r,3.33,l,31.453,-114.39833,5.9,C,37942927,10,278
5/18/2018,36:56.4,eq,r,3.11,lr,31.32983,-114.3395,5.9,C,37943063,6,57
6/13/2018,57:06.2,eq,r,1.33,l,35.524,-120.0645,13.4,A,38196952,33,638
6/13/2018,51:13.5,eq,r,1.84,l,35.535,-120.063,11.7,A,38197000,54,1510
6/14/2018,46:01.7,eq,r,1.24,l,35.52567,-120.0605,16.4,A,38197640,25,634
6/17/2018,20:39.8,eq,r,2.6,d,35.925,-120.471,4.2,C,38199176,29,1850
7/5/2018,17:37.4,eq,r,4.62,l,35.89883,-115.76067,2,A,37274818,70,3242
7/6/2018,26:03.4,eq,r,2.3,l,37.16483,-117.35683,1.3,A,37275394,29,128
7/22/2018,31:13.9,eq,r,2.66,l,34.77183,-121.19467,5.7,C,38227616,32,185
7/27/2018,49:12.4,eq,r,3.12,l,37.62033,-118.88667,3.8,A,38230984,19,2324
7/28/2018,19:24.6,eq,r,4.1,l,31.2335,-114.16883,5.9,D,38231824,15,472
7/28/2018,33:48.3,eq,r,4.29,l,31.37833,-114.403,5.9,C,38231840,15,569
7/28/2018,12:19.7,eq,r,3.5,lr,31.39133,-114.3925,5.9,C,38231872,8,199
7/30/2018,22:52.7,eq,r,3.7,h,38.041,-122.571,13.4,B,38233640,15,1370
8/6/2018,07:13.7,eq,r,2.52,l,31.35717,-115.83167,11.6,A,38239760,30,1827
8/11/2018,07:20.4,eq,r,2.9,l,31.27783,-115.54967,5.2,C,38242664,40,2144
8/13/2018,52:13.2,eq,r,3.26,l,31.05417,-116.65083,5.6,C,38244112,30,2593
8/13/2018,54:04.1,eq,r,1.81,l,36.88367,-116.72883,1.2,A,38244296,34,1578
8/19/2018,03:18.6,eq,r,1.61,l,37.4905,-119.004,2.2,C,38252752,10,372
8/19/2018,19:26.3,eq,r,1.84,l,35.65817,-121.34383,1.4,C,38253352,25,116
