#YYY/MM/DD,HH:mm:SS.ss,ET,GT,MAG,M,LAT,LON,DEPTH,Q,EVID,NPH,NGRM
10/9/2014,49:58.6,eq,r,2.8,h,37.4945,-118.78617,3.8,C,37277208,12,134
10/9/2014,51:53.8,eq,r,2.8,h,37.653,-118.81267,10.5,D,37277256,11,1494
10/9/2014,06:37.0,eq,r,2.4,h,37.50433,-118.80483,15,C,37277392,8,60
10/9/2014,20:40.4,eq,r,2.2,h,37.47533,-118.84817,3.6,C,37277424,8,181
10/9/2014,11:10.0,eq,r,1.8,h,37.44983,-118.79183,11.5,B,37277472,10,57
10/10/2014,50:29.9,eq,r,2.6,h,37.49083,-118.80733,11.7,A,37277544,17,1447
10/10/2014,36:30.7,eq,r,1.3,h,37.49833,-118.7865,15.1,C,37277568,7,41
10/10/2014,51:47.6,eq,r,3.1,l,31.30233,-115.48517,27.1,D,37277600,12,122
10/10/2014,21:06.0,eq,r,1.6,h,37.434,-118.78,3.1,C,37277672,7,27
10/10/2014,26:41.4,eq,r,2,h,37.51317,-118.81317,17.5,C,37277704,11,72
10/10/2014,23:37.1,eq,r,2.2,h,37.4145,-118.77467,3.2,C,37277856,7,39
10/12/2014,48:03.3,eq,r,1.97,l,36.17767,-120.09017,24.5,C,37278376,11,1061
10/13/2014,13:50.7,eq,r,3.6,h,37.488,-118.77617,2.3,D,37278504,24,2264
10/13/2014,14:59.7,eq,r,3.2,h,37.48183,-118.79733,9.4,B,37278512,12,2497
10/13/2014,23:32.5,eq,r,2.5,h,37.49083,-118.799,11.3,C,37278528,16,79
10/13/2014,27:13.0,eq,r,2.8,h,37.4965,-118.7855,8.4,C,37278664,11,50
10/13/2014,39:03.6,eq,r,2.6,h,37.5,-118.82233,8.7,C,37278680,21,1343
10/13/2014,11:25.2,eq,r,3.7,l,30.09233,-114.0715,1.7,D,37278808,10,1568
10/14/2014,13:38.0,eq,r,1.8,h,37.51117,-118.79,10.8,C,37278944,10,26
10/14/2014,38:03.1,eq,r,1.7,h,35.7975,-121.16767,3.3,C,37278960,12,137
10/14/2014,30:41.4,eq,r,2.2,h,37.51017,-118.78917,10.3,C,37278984,10,31
10/14/2014,20:10.3,eq,r,2.8,h,37.45533,-118.805,4.6,C,37279096,19,220
10/14/2014,05:52.5,eq,r,2.9,h,37.484,-118.78817,2.2,A,37279104,17,168
10/14/2014,31:47.8,eq,r,3.4,h,37.48083,-118.789,5.7,C,37279120,15,288
10/14/2014,45:05.7,eq,r,2.7,h,37.48383,-118.79083,3,C,37279128,15,210
10/15/2014,21:31.4,eq,r,3,h,37.49783,-118.79033,9.1,C,37279248,7,47
10/15/2014,23:38.5,eq,r,2.8,h,37.611,-118.4055,5.3,C,37279280,17,1567
10/15/2014,34:54.9,eq,r,1.3,h,35.4645,-120.75317,4.4,C,37279368,8,125
10/16/2014,06:08.6,eq,r,2.8,h,36.6715,-121.3095,9,D,37279424,12,150
10/16/2014,37:09.8,eq,r,2.8,h,37.49333,-118.7875,10.2,C,37279504,11,88
10/16/2014,39:58.2,eq,r,2.2,h,37.4895,-118.7835,4.9,C,37279512,11,35
10/16/2014,58:07.4,eq,r,2.5,h,37.4885,-118.78567,11.7,C,37279528,10,49
10/16/2014,03:47.2,eq,r,2.4,h,37.48717,-118.776,2.8,C,37279680,10,53
10/17/2014,55:00.9,eq,r,1.9,h,37.47083,-118.79983,8.3,C,37279832,8,40
10/18/2014,59:53.5,eq,r,2.9,h,38.69833,-119.49883,6.3,C,37280192,10,48
10/18/2014,21:11.3,eq,r,2.4,h,36.8535,-120.90333,6.4,D,37280224,10,159
10/19/2014,23:36.3,eq,r,1.9,h,37.43483,-118.78817,7.4,C,37280264,7,37
10/20/2014,57:02.1,eq,r,2.2,h,35.595,-120.85417,3.6,C,37280568,21,1183
10/20/2014,14:59.6,eq,r,1.5,h,37.43583,-118.78717,5.6,C,37280600,7,25
10/20/2014,04:37.9,eq,r,2.3,h,37.485,-118.80533,5.1,C,37280672,7,41
10/21/2014,10:32.3,eq,r,3,h,37.49483,-118.8035,15.5,C,37280888,11,140
10/21/2014,17:37.7,eq,r,1.9,h,37.43917,-118.78083,3.6,C,37280952,9,56
10/21/2014,03:34.0,eq,r,2,h,37.4465,-118.795,2.6,C,37281008,7,57
10/21/2014,54:19.8,eq,r,1.7,h,37.5205,-118.78983,13.6,C,37281048,7,38
10/22/2014,08:25.2,eq,r,2.6,h,35.877,-119.8225,4.5,C,37281320,26,170
10/25/2014,01:43.8,eq,r,2.5,h,35.9695,-120.5285,12.7,B,37282120,17,178
10/26/2014,50:45.0,eq,r,1.6,h,37.53683,-119.39017,3.1,D,37282624,11,53
10/26/2014,47:41.7,eq,r,1.6,h,35.41217,-120.69133,3.6,A,37282712,11,150
10/27/2014,45:48.7,eq,r,2.8,h,37.35667,-120.02733,18.5,B,37282752,10,85
10/28/2014,55:03.2,eq,r,2.6,h,37.45167,-118.82817,3.6,C,37283176,8,46
10/28/2014,02:15.7,eq,r,2.8,h,37.43833,-118.82867,3.7,C,37283184,9,54
10/28/2014,21:33.8,eq,r,2.8,h,37.48,-118.81317,11.9,B,37283208,10,53
10/28/2014,23:47.6,eq,r,2.8,h,37.4865,-118.7885,3.9,C,37283224,14,62
10/28/2014,43:30.2,eq,r,1.8,h,37.44983,-118.7985,6.6,C,37283248,7,41
10/28/2014,01:04.6,eq,r,1.06,l,35.44,-120.89483,2.6,C,37283328,7,139
10/28/2014,01:57.3,eq,r,1.6,h,37.455,-118.80133,11.7,C,37283344,7,47
10/29/2014,36:35.3,eq,r,3.6,h,38.801,-122.77,1.2,Z,37283440,6,37
10/29/2014,46:52.5,eq,r,2.1,h,37.48367,-118.804,11.8,B,37283624,12,65
10/30/2014,00:39.3,eq,r,1.3,h,37.42867,-118.82117,3.6,C,37283752,6,39
10/30/2014,52:09.4,eq,r,1.7,h,37.54233,-118.694,21.7,B,37283912,8,43
10/30/2014,06:13.4,eq,r,1.5,h,37.44483,-118.81283,2.8,C,37283944,9,50
10/31/2014,01:41.6,eq,r,2.1,h,37.43183,-118.78517,3.3,C,37284048,8,37
10/31/2014,32:50.5,eq,r,2,h,37.505,-118.79367,15.3,C,37284072,11,26
10/31/2014,48:30.1,eq,r,2,h,37.51417,-118.805,17.6,C,37284080,7,43
10/31/2014,44:31.0,eq,r,2.2,h,37.90467,-118.57717,18.5,C,37284176,9,33
11/2/2014,30:29.1,eq,r,2.1,h,38.29817,-118.79283,21.9,C,37284504,9,28
11/3/2014,34:35.5,eq,r,2.6,h,36.7495,-121.393,19,D,37284656,10,154
11/3/2014,26:04.8,eq,r,1.6,h,37.44767,-118.83567,2.8,C,37284816,11,77
11/4/2014,07:13.2,eq,r,1.9,h,37.47367,-118.8065,2.7,C,37285000,13,48
11/4/2014,08:02.2,eq,r,2,h,37.46917,-118.80433,3.1,C,37285008,14,49
11/4/2014,15:39.3,eq,r,1.9,h,37.49817,-118.80983,12.3,C,37285016,10,56
11/4/2014,17:35.4,eq,r,3,h,37.485,-118.80783,11.5,A,37285024,21,184
11/4/2014,20:25.7,eq,r,2.6,h,37.47217,-118.807,4.1,C,37285032,12,100
11/4/2014,23:37.1,eq,r,1.8,h,37.45133,-118.7885,2.9,C,37285040,12,61
11/4/2014,25:25.3,eq,r,2.2,h,37.476,-118.80633,3,C,37285048,15,64
11/4/2014,45:24.9,eq,r,2.07,l,37.20833,-118.21483,10.5,A,37285112,16,58
11/5/2014,44:17.6,eq,r,2.8,h,37.46617,-118.80417,2.4,C,37285136,15,1553
11/6/2014,38:15.3,eq,r,2.9,h,36.57367,-121.12067,19.8,C,37285328,14,171
11/6/2014,35:07.2,eq,r,2.8,h,35.891,-115.26117,5.1,B,37285504,19,167
11/6/2014,56:45.9,eq,r,3.66,l,31.4325,-115.3705,8.5,C,37285520,56,2330
11/7/2014,50:08.0,eq,r,1.8,h,37.57883,-118.87533,6.2,B,37285984,8,47
11/8/2014,08:47.4,eq,r,2.2,h,37.49317,-118.7845,5.6,C,37286128,12,98
11/9/2014,42:37.9,eq,r,2,h,37.4655,-118.79617,12,C,37286600,9,47
11/9/2014,06:16.9,eq,r,2.1,h,37.42033,-118.779,4.7,C,37286632,7,48
11/10/2014,45:20.6,eq,r,2.34,l,31.48033,-115.53683,4.2,C,37286864,10,1243
11/12/2014,27:57.4,eq,r,1.5,h,35.58717,-120.89417,4.1,A,37287424,13,87
11/12/2014,58:52.7,eq,r,1.6,h,37.5165,-118.805,15.8,C,37287432,7,38
11/14/2014,42:45.9,eq,r,3.2,h,37.46083,-118.87333,3.2,C,37060855,26,2203
11/14/2014,19:15.3,eq,r,2.7,h,37.44117,-118.888,3.7,C,37060911,19,1768
11/15/2014,40:25.7,eq,r,2.2,h,36.11117,-120.63,6.5,D,37061255,7,165
11/16/2014,38:59.3,eq,r,1.9,h,37.722,-119.03267,1.2,D,37061383,5,58
11/16/2014,41:52.7,eq,r,2.2,h,36.00017,-120.568,4.5,D,37061591,9,154
11/18/2014,20:12.2,eq,r,1.8,h,37.55767,-118.95767,3,C,37062231,6,58
11/19/2014,54:33.2,eq,r,1.3,h,37.4965,-118.85167,2.9,C,37062487,8,49
11/19/2014,00:37.6,eq,r,2.4,h,36.5915,-121.22267,10.9,C,37062519,7,101
11/20/2014,21:26.9,eq,r,3.6,h,36.77233,-121.65717,7.3,D,37062759,18,1978
11/20/2014,26:49.9,eq,r,4.34,w,36.7775,-121.52717,2.2,C,37062767,24,2926
11/20/2014,00:45.8,eq,r,2.9,h,36.799,-121.514,5.1,Z,37062831,8,152
11/21/2014,05:32.9,eq,r,2,h,37.60633,-118.8795,5.3,B,37063167,12,153
11/21/2014,37:28.3,eq,r,2.4,h,37.59183,-118.88017,4.9,C,37063175,10,56
11/21/2014,26:31.8,eq,r,2,h,37.60633,-118.8785,5.3,B,37063239,11,38
11/21/2014,30:28.8,eq,r,1.8,h,37.5965,-118.88067,2.4,B,37063255,8,49
11/21/2014,22:44.3,eq,r,2.6,h,37.6595,-118.89717,4.5,B,37063271,12,57
11/21/2014,52:18.2,eq,r,2.6,h,37.602,-118.87383,5.7,B,37063287,12,61
11/21/2014,56:51.1,eq,r,2.3,h,37.598,-118.8735,2,B,37063295,9,62
11/21/2014,26:28.8,eq,r,2.2,h,37.65483,-118.877,2.2,B,37063311,6,63
11/21/2014,52:09.5,eq,r,2.2,h,37.61017,-118.87383,3.1,B,37063335,11,92
11/22/2014,14:35.3,eq,r,1.9,h,37.6145,-118.88083,4.7,C,37063487,7,38
11/22/2014,53:32.4,eq,r,1.4,h,37.51,-118.87917,6.1,C,37063495,6,44
11/22/2014,15:59.7,eq,r,1.8,h,37.57917,-118.8805,4.5,C,37063551,7,50
11/23/2014,44:38.6,eq,r,2.6,h,36.02383,-120.5705,4.4,C,37063687,8,158
11/23/2014,06:06.7,eq,r,2.3,h,36.0175,-120.59833,3.6,C,37063695,9,155
11/24/2014,44:49.6,eq,r,2.7,h,37.625,-118.876,7.1,Z,37063815,24,1340
11/24/2014,07:41.2,eq,r,1.6,h,37.568,-118.87267,8.3,D,37063863,7,40
11/24/2014,50:22.2,eq,r,2.5,h,37.64767,-118.912,7.1,C,37063887,20,1093
11/24/2014,50:50.0,eq,r,2,h,37.56317,-118.86667,6.4,C,37063951,6,48
11/24/2014,03:24.7,eq,r,1.6,h,37.49167,-118.827,3.1,C,37063959,7,54
11/25/2014,08:25.3,eq,r,2,h,37.56883,-118.869,7,B,37063991,9,43
11/25/2014,23:25.5,eq,r,1.6,h,37.56183,-118.86717,7.3,D,37064023,8,53
11/25/2014,59:58.6,eq,r,1.5,h,37.56533,-118.8805,2.9,C,37064095,5,52
11/25/2014,08:16.2,eq,r,1.3,h,37.55533,-118.8705,8.3,C,37064167,7,54
11/25/2014,41:09.0,eq,r,1.8,h,37.53117,-118.87067,4.6,C,37064183,7,48
11/26/2014,58:00.6,eq,r,2.4,h,36.56917,-121.24283,6.1,C,37064447,10,153
11/27/2014,04:28.0,eq,r,2.8,h,36.822,-121.4495,20.8,D,37064591,9,143
11/28/2014,56:22.0,eq,r,1.45,l,35.98467,-120.52017,15.2,C,37064695,11,157
11/29/2014,50:51.6,eq,r,1.7,h,37.44533,-118.81933,10.3,C,37064999,8,38
11/29/2014,26:46.1,eq,r,1.5,h,37.58933,-118.83283,13.5,D,37065095,8,35
11/30/2014,54:15.2,eq,r,1.6,h,35.85933,-120.68,6.5,C,37065271,8,90
11/30/2014,26:48.6,eq,r,1,h,37.55767,-118.86733,8.3,C,37065279,8,51
12/1/2014,57:38.4,eq,r,4.7,h,34.977,-111.74,10.1,Z,37065367,75,2523
12/4/2014,37:38.0,eq,r,3,h,37.84067,-118.81633,1.1,D,37066271,25,1620
12/4/2014,13:48.7,eq,r,2,h,37.9605,-118.6805,4.6,C,37066471,10,81
12/4/2014,28:37.4,eq,r,3.2,h,36.98917,-122.00267,4.9,C,37066519,10,160
12/5/2014,54:15.8,eq,r,1.2,h,37.47567,-118.85683,14.1,C,37066583,9,42
12/6/2014,16:08.0,eq,r,3.9,h,36.7705,-121.47917,5.3,B,37066847,28,2858
12/6/2014,09:47.8,eq,r,1.3,h,38.00833,-118.63833,26.1,C,37067079,6,40
12/6/2014,49:24.3,eq,r,2.6,h,37.44467,-118.78817,10.5,C,37067103,13,186
12/7/2014,39:25.6,eq,r,3,h,38.00683,-118.6455,2.1,C,37067199,16,1508
12/7/2014,13:19.1,eq,r,2.6,h,35.92717,-119.87833,10.8,C,37067263,22,198
12/10/2014,38:40.2,eq,r,2.2,h,36.23883,-120.05767,15.1,C,37295224,16,165
12/10/2014,54:18.3,eq,r,2.2,h,36.142,-120.19883,14.8,C,37295232,16,170
12/10/2014,32:33.8,eq,r,2.4,h,36.0845,-120.1795,4.3,C,37295240,14,177
12/12/2014,22:38.9,eq,r,2.5,h,35.8855,-120.4405,9.6,C,37295704,12,136
12/13/2014,43:51.4,eq,r,2.4,h,36.08333,-120.16483,4.2,C,37295976,13,184
12/15/2014,18:35.9,eq,r,1.35,l,35.71233,-119.8835,2.1,B,37296472,8,82
12/16/2014,20:50.9,eq,r,2.18,l,36.331,-120.85133,4.2,C,37296640,7,68
12/16/2014,48:33.5,eq,r,2.9,h,36.59167,-121.18417,15.6,C,37296672,11,71
12/16/2014,37:58.7,eq,r,2.66,l,36.63867,-121.241,9,C,37296744,9,89
12/17/2014,56:12.2,eq,r,2.72,l,36.74133,-121.28033,10.4,C,37296936,9,133
12/17/2014,43:11.4,eq,r,2.44,l,36.6025,-121.03333,9.4,C,37297056,10,169
12/18/2014,14:32.5,eq,r,3.18,l,38.41867,-119.29633,3.6,C,37297104,9,167
12/19/2014,09:58.4,eq,r,1.4,h,36.70783,-116.313,4.3,C,37297360,7,60
12/19/2014,24:35.4,eq,r,2.2,h,34.707,-121.554,6.7,C,37297400,12,142
12/20/2014,28:17.3,eq,r,2.2,h,35.84433,-121.32317,8.7,C,37297728,8,146
12/21/2014,38:23.3,eq,r,2.2,h,37.57683,-118.87283,6.9,C,37297976,5,44
12/21/2014,42:11.4,eq,r,1.5,h,37.57,-118.871,8.9,C,37297984,8,31
12/22/2014,05:13.6,eq,r,2.2,h,35.7635,-120.337,2.1,C,37298152,23,1956
12/24/2014,59:15.2,eq,r,2.58,l,37.46633,-118.79983,2.2,C,37298824,12,128
12/25/2014,20:45.3,eq,r,2.68,l,37.60983,-119.438,3.7,C,37299056,7,153
12/27/2014,32:51.6,eq,r,1.86,l,35.76167,-121.33667,10.5,B,37299344,8,78
12/27/2014,41:02.9,eq,r,1.74,l,36.01583,-120.539,16.8,C,37299440,9,111
12/27/2014,30:28.0,eq,r,1.3,h,37.53,-118.784,10.8,C,37299512,9,38
12/27/2014,53:15.4,eq,r,1.93,l,37.39383,-117.091,3.8,C,37299584,11,77
12/28/2014,06:58.8,eq,r,1.7,l,37.3865,-117.08517,4.3,C,37299592,9,56
12/28/2014,45:13.0,eq,r,2.8,h,37.08067,-122.02183,27.4,D,37299632,13,149
12/28/2014,50:30.1,eq,r,2.7,h,36.56467,-121.22983,15.8,C,37299648,13,164
12/28/2014,08:23.0,eq,r,2.5,h,36.57167,-121.19833,15.6,C,37299776,20,133
12/28/2014,16:19.8,eq,r,2.4,h,36.56933,-121.1725,10.8,C,37299784,11,153
12/28/2014,44:35.8,eq,r,2.5,h,36.58383,-121.17267,13.6,C,37299792,10,154
12/29/2014,24:09.7,eq,r,2.8,h,36.4785,-120.325,8.1,C,37299896,21,219
12/29/2014,04:56.7,eq,r,2.7,h,35.79717,-121.488,12.6,B,37299928,21,158
12/29/2014,45:24.6,eq,r,1.8,h,36.04417,-120.57667,10.1,B,37299976,12,84
1/2/2015,46:14.6,eq,r,1.8,h,37.62317,-118.9475,8.1,D,37300920,7,31
1/2/2015,49:30.6,eq,r,1.7,h,37.58583,-118.94933,8.1,C,37300928,8,38
1/2/2015,56:49.7,eq,r,1.8,h,37.5085,-118.85967,3,C,37300960,9,51
1/2/2015,57:17.9,eq,r,3,h,36.76083,-121.55133,3.8,C,37301008,11,196
1/2/2015,36:29.8,eq,r,2.8,h,36.62867,-121.202,9.3,C,37301168,12,163
1/4/2015,06:47.3,eq,r,2.3,h,36.59983,-121.4695,13.4,D,37301688,7,138
1/4/2015,30:14.3,eq,r,2.6,h,36.58333,-121.27383,15.7,D,37302008,10,144
1/4/2015,40:22.7,eq,r,1.7,h,37.4545,-118.77867,7.8,C,37302080,10,38
1/4/2015,13:06.9,eq,r,1.7,h,37.36867,-118.90533,3.3,C,37302088,10,34
1/6/2015,03:54.4,eq,r,1.6,h,36.00433,-120.53817,19.3,C,37302672,11,83
1/7/2015,41:22.6,eq,r,2.4,h,36.6285,-121.218,11.6,C,37303104,26,91
1/13/2015,19:24.3,eq,r,2.4,h,35.8715,-119.839,6.4,C,37304960,26,186
1/14/2015,13:14.8,eq,r,1.4,h,37.49167,-118.8205,5.6,C,37305056,8,34
1/16/2015,11:34.4,eq,r,1.2,h,35.23433,-120.7025,1.8,A,37305936,8,107
1/17/2015,21:28.5,eq,r,3.1,h,35.006,-113.15583,14.1,D,37306328,19,307
1/19/2015,56:08.6,eq,r,3.97,l,31.38733,-114.36767,20.6,C,37307024,14,314
1/20/2015,21:37.0,eq,r,4.43,w,36.43333,-120.61217,8.9,D,37307304,23,2962
1/24/2015,12:23.9,eq,r,1.6,h,37.484,-118.867,15.7,C,37308576,10,39
1/26/2015,49:01.3,eq,r,2.2,h,37.52083,-118.8885,1.4,C,37309032,14,151
1/26/2015,27:55.6,eq,r,2.5,h,36.57917,-120.89883,6.8,C,37309152,12,152
1/26/2015,49:32.2,eq,r,2,h,37.38717,-118.92583,3.8,C,37309200,13,163
1/27/2015,30:51.5,eq,r,1.5,h,37.647,-118.8575,4.7,B,37309328,8,42
1/27/2015,38:43.6,eq,r,1.8,h,37.66967,-118.873,3,C,37309336,8,29
1/27/2015,09:34.4,eq,r,1.2,h,37.65867,-118.8655,2.8,B,37309344,11,43
1/27/2015,19:15.1,eq,r,1.5,h,37.6365,-118.85967,4.4,B,37309352,8,47
1/28/2015,36:47.5,eq,r,2.8,h,38.3465,-118.17683,4.8,D,37309664,10,48
1/28/2015,54:20.3,eq,r,1.39,l,37.4465,-118.85583,5,C,37310048,11,57
1/30/2015,02:42.2,eq,r,3,h,38.45683,-119.30267,8.4,C,37310872,15,110
2/2/2015,01:33.2,eq,r,3.9,l,30.6525,-114.07467,7.1,C,37311720,14,1909
2/4/2015,37:43.9,eq,r,1.3,h,37.395,-118.61567,12.9,C,37312928,8,60
2/5/2015,45:03.1,eq,r,2.77,l,31.2555,-115.91667,5.8,C,37313008,19,1700
2/5/2015,33:07.4,eq,r,2.2,h,37.5065,-119.40917,3.2,C,37313296,13,48
2/6/2015,13:31.7,eq,r,2.28,l,37.492,-119.40517,4.9,C,37313552,9,93
2/8/2015,52:09.0,eq,r,3,h,37.62933,-118.95483,6.3,B,37314280,20,237
2/9/2015,42:41.6,eq,r,1.8,h,37.5375,-118.93317,3,C,37314328,8,34
2/12/2015,04:21.8,eq,r,2.8,h,36.52667,-121.14533,6.4,C,37315552,12,206
2/14/2015,28:56.2,eq,r,4.8,l,37.14183,-117.26183,15.8,C,37316264,105,2802
2/14/2015,48:42.2,eq,r,1.9,h,37.18933,-117.247,3.3,C,37316280,9,77
2/14/2015,57:47.2,eq,r,2.5,h,37.168,-117.24283,4.2,C,37316312,10,102
2/14/2015,53:30.5,eq,r,2.8,h,37.15667,-117.2395,4.3,C,37316336,7,131
2/14/2015,24:38.8,eq,r,1.47,l,37.15617,-117.24567,4.1,C,37316400,11,65
2/14/2015,07:29.0,eq,r,1.3,h,37.56317,-118.93383,1.5,C,37316640,6,34
2/14/2015,44:52.2,eq,r,1.5,h,37.55767,-118.94717,4.5,C,37316656,7,39
2/15/2015,43:02.1,eq,r,1.98,l,32.37183,-115.19583,24.1,B,37317048,28,1663
2/16/2015,58:25.9,eq,r,2.3,h,37.30917,-120.02533,10.4,C,37317160,10,35
2/16/2015,40:24.8,eq,r,2.4,h,37.17167,-117.2085,3.3,C,37317352,12,62
2/16/2015,35:25.4,eq,r,1.24,l,37.44917,-118.77917,5.7,C,37317456,10,34
2/19/2015,45:50.6,eq,r,2.39,l,31.50833,-115.71417,3.8,D,37318824,35,950
2/20/2015,03:27.4,eq,r,1.1,h,37.46983,-118.864,3.6,C,37097463,7,42
2/20/2015,01:39.4,eq,r,1.6,h,38.01667,-118.96233,23.7,C,37097519,10,35
2/20/2015,35:07.6,eq,r,1.6,h,35.83533,-120.62717,6.5,C,37097727,7,59
2/20/2015,06:44.7,eq,r,2.3,h,37.615,-118.84017,8,D,37097823,7,49
2/20/2015,33:34.7,eq,r,1.5,h,37.6025,-118.84367,6.5,D,37097895,5,49
2/21/2015,00:31.6,eq,r,1,h,37.62517,-118.92867,5.3,B,37098879,5,51
2/21/2015,05:10.3,eq,r,1.6,h,37.67217,-118.96883,10.5,B,37098887,9,39
2/21/2015,16:11.6,eq,r,1,h,37.56283,-118.94,8.8,D,37098903,8,55
2/21/2015,16:56.9,eq,r,1.1,h,37.63067,-118.93,5.1,B,37098911,6,35
2/21/2015,28:29.8,eq,r,1.5,h,37.54317,-118.93317,3.2,C,37098919,8,50
2/21/2015,30:22.3,eq,r,1.5,h,37.6275,-118.9295,4.8,B,37098927,6,84
2/21/2015,36:53.7,eq,r,2,h,37.61017,-118.9375,8.2,B,37098935,12,52
2/21/2015,40:49.5,eq,r,1.8,h,37.53683,-118.94083,3.2,C,37098943,8,44
2/21/2015,41:33.3,eq,r,1.3,h,37.70667,-118.94133,7.7,C,37098951,5,40
2/21/2015,49:49.8,eq,r,1.1,h,37.63683,-118.93233,6.3,B,37098959,5,43
2/21/2015,59:23.3,eq,r,2,h,37.67583,-118.95683,8.8,B,37098967,8,34
2/21/2015,14:34.5,eq,r,1.7,h,37.70717,-118.94683,2.9,C,37098983,10,46
2/21/2015,23:47.6,eq,r,1.1,h,37.58667,-118.92933,12.6,D,37098999,8,32
2/21/2015,18:28.6,eq,r,1.4,h,37.48867,-119.3685,5.9,D,37099487,10,54
2/22/2015,07:01.4,eq,r,1.5,h,37.47717,-118.805,2.2,C,37099599,11,148
2/22/2015,28:29.8,eq,r,1.1,h,37.55217,-118.93933,2.9,C,37099607,7,53
2/22/2015,34:28.5,eq,r,2.3,h,35.66067,-121.07117,3.2,C,37099807,16,184
2/23/2015,24:29.4,eq,r,2,h,35.548,-120.8545,3.4,C,37100327,12,1264
2/23/2015,23:10.8,eq,r,1.5,h,35.94233,-120.55367,6.5,C,37100503,9,148
2/24/2015,51:26.6,eq,r,1.2,h,37.51983,-118.90167,2.5,B,37101199,6,42
2/25/2015,52:03.8,eq,r,1.8,h,37.362,-118.90283,3.7,C,37102279,11,65
2/27/2015,40:54.3,eq,r,1.6,h,37.56933,-118.7855,4.7,C,37104439,7,35
2/27/2015,43:21.9,eq,r,1.3,h,37.582,-118.78917,5.1,C,37104447,6,56
2/27/2015,07:25.5,eq,r,1.7,h,37.56317,-118.7815,4,C,37104463,7,47
2/27/2015,12:16.2,eq,r,2,h,37.18933,-118.26,6,B,37104735,15,68
2/28/2015,35:38.9,eq,r,2.7,h,37.182,-118.26017,7.7,B,37105359,22,272
2/28/2015,16:50.7,eq,r,2.4,h,35.91867,-120.49783,3.2,C,37105695,14,192
3/1/2015,25:19.9,eq,r,1.2,h,37.53233,-118.818,6.5,D,37105839,7,48
3/1/2015,22:50.3,eq,r,2.8,h,35.95867,-120.463,20.5,C,37106087,19,196
3/1/2015,56:04.7,eq,r,1.6,h,37.59017,-118.85167,5.6,B,37106175,6,45
3/1/2015,28:41.6,eq,r,1.6,h,37.604,-118.8565,5.6,B,37106207,7,39
3/3/2015,11:47.3,eq,r,1.2,h,37.482,-118.8435,6.6,C,37107591,8,57
3/3/2015,37:25.1,eq,r,1,h,35.6155,-120.2055,10.6,C,37107799,6,231
3/4/2015,18:58.0,eq,r,3.46,l,34.78317,-112.56167,16.2,C,37108495,18,1750
3/4/2015,09:16.6,eq,r,2.2,h,36.5575,-121.412,8.4,B,37108575,6,48
3/4/2015,36:36.6,eq,r,2,h,36.05133,-120.59067,12.1,B,37109071,11,200
3/5/2015,55:16.0,eq,r,2.4,h,37.61233,-118.88083,1.5,B,37110007,12,170
3/5/2015,05:02.9,eq,r,1.78,l,37.23667,-118.25,10.3,A,37110359,27,177
3/8/2015,36:32.7,eq,r,2.07,l,35.47283,-120.754,2,C,37113087,22,1378
3/10/2015,57:54.7,eq,r,2.9,h,36.641,-121.0505,11.3,C,37115215,14,211
3/10/2015,41:06.2,eq,r,1.6,h,36.122,-120.228,11.5,D,37115591,10,161
3/11/2015,10:37.8,eq,r,2.9,l,31.31433,-115.75567,3.3,B,37116359,9,146
3/11/2015,01:31.3,eq,r,2.45,l,35.83833,-121.29783,8,B,37116535,19,164
3/12/2015,45:29.8,eq,r,1.22,l,37.49533,-118.80283,12.2,C,37118359,8,47
3/13/2015,47:57.1,eq,r,2.1,h,36.082,-121.024,12.6,C,37337808,14,204
3/15/2015,50:54.5,eq,r,2.8,h,37.482,-118.839,1.4,C,37339024,21,1002
3/17/2015,54:50.4,eq,r,1.7,h,35.97,-120.528,9.8,D,37340768,8,62
3/18/2015,22:19.1,eq,r,1.6,h,37.508,-118.867,4.5,D,37342408,8,42
3/19/2015,47:09.1,eq,r,1.58,l,37.51183,-118.90417,10.7,B,37343352,9,56
3/19/2015,15:27.8,eq,r,1.9,h,38.9975,-116.9775,6.9,C,37343440,6,66
3/21/2015,20:49.2,eq,r,2.8,h,37.436,-118.653,8.4,C,37344768,20,1451
3/23/2015,27:39.8,eq,r,2.9,h,37.252,-121.99,5.9,C,37346632,8,203
3/24/2015,40:40.7,eq,r,1.83,l,37.17483,-117.36967,4.2,C,37347416,26,296
3/25/2015,51:43.6,eq,r,2.5,h,36.51717,-121.6025,10.5,D,37347904,10,108
3/25/2015,55:56.0,eq,r,1.84,l,37.1635,-117.36767,4.1,C,37348592,25,305
3/25/2015,03:50.3,eq,r,2,h,38.068,-118.847,11.6,C,37348736,12,64
3/25/2015,35:38.2,eq,r,1.62,l,37.30133,-118.11017,15.4,C,37348784,19,96
3/26/2015,24:57.8,eq,r,2.4,h,36.695,-121.33,4.8,D,37349112,8,93
3/26/2015,43:30.7,eq,r,1.5,h,37.539,-118.831,5.2,C,37349872,8,49
3/27/2015,29:18.8,eq,r,2.2,h,36.224,-120.352,10,C,37350352,14,176
3/27/2015,32:32.3,eq,r,3.41,l,36.27717,-120.36183,10.8,C,37350360,21,2531
3/27/2015,55:01.3,eq,r,2.7,h,36.224,-120.354,10.2,C,37350400,17,311
3/27/2015,53:51.9,eq,r,2,h,36.223,-120.353,9.7,C,37350472,14,107
